Member_number,Date,productId,items,order_id,productName,price,Category,Total_Cost,Month
4678,2015-03-31,3,1,13765,pip fruit,3.0,Fresh Food,3.0,2015-03
3642,2015-02-24,19,2,9836,sausage,3.1,Fresh Food,6.2,2015-02
2957,2015-09-19,64,1,7297,UHT-milk,2.1,Dairy,2.1,2015-09
4585,2015-09-28,23,1,13408,pork,7.2,Fresh Food,7.2,2015-09
3637,2015-07-10,7,2,9819,citrus fruit,1.5,Fresh Food,3.0,2015-07
1353,2015-02-09,8,2,1281,beef,19.5,Fresh Food,39.0,2015-02
3257,2015-02-13,2,2,8412,whole milk,1.8,Dairy,3.6,2015-02
2524,2015-09-10,8,2,5676,beef,19.5,Fresh Food,39.0,2015-09
2035,2015-12-23,19,1,3854,sausage,3.1,Fresh Food,3.1,2015-12
3658,2015-09-26,50,2,9893,bottled beer,1.8,Beverages,3.6,2015-09
1901,2015-11-29,5,2,3353,rolls/buns,1.2,Bakery & Sweets,2.4,2015-11
3247,2015-01-13,22,1,8367,root vegetables,1.8,Fresh Food,1.8,2015-01
4308,2015-01-24,7,3,12369,citrus fruit,1.5,Fresh Food,4.5,2015-01
1305,2015-05-24,1,3,1112,tropical fruit,7.8,Fresh Food,23.4,2015-05
1011,2015-12-09,9,1,46,frankfurter,5.5,Fresh Food,5.5,2015-12
2234,2015-07-29,19,3,4596,sausage,3.1,Fresh Food,9.3,2015-07
3744,2015-12-08,1,1,10221,tropical fruit,7.8,Fresh Food,7.8,2015-12
2903,2015-08-08,9,2,7088,frankfurter,5.5,Fresh Food,11.0,2015-08
3036,2015-07-12,19,2,7582,sausage,3.1,Fresh Food,6.2,2015-07
2465,2015-12-27,1,3,5459,tropical fruit,7.8,Fresh Food,23.4,2015-12
1233,2015-03-20,74,2,845,whipped/sour cream,5.5,Dairy,11.0,2015-03
1366,2015-05-29,8,3,1335,beef,19.5,Fresh Food,58.5,2015-05
3741,2015-08-06,29,3,10209,ham,15.2,Fresh Food,45.599999999999994,2015-08
2230,2015-05-28,1,2,4577,tropical fruit,7.8,Fresh Food,15.6,2015-05
1206,2015-05-15,19,2,751,sausage,3.1,Fresh Food,6.2,2015-05
3690,2015-04-24,9,3,10025,frankfurter,5.5,Fresh Food,16.5,2015-04
3620,2015-06-18,19,2,9770,sausage,3.1,Fresh Food,6.2,2015-06
4759,2015-02-20,9,1,14097,frankfurter,5.5,Fresh Food,5.5,2015-02
3543,2015-10-11,8,2,9458,beef,19.5,Fresh Food,39.0,2015-10
2792,2015-07-29,9,2,6693,frankfurter,5.5,Fresh Food,11.0,2015-07
1929,2015-07-10,17,1,3464,bottled water,0.5,Beverages,0.5,2015-07
2433,2015-08-23,49,2,5333,beverages,1.1,Beverages,2.2,2015-08
4941,2015-01-15,25,2,14769,canned beer,1.1,Beverages,2.2,2015-01
3547,2015-10-07,24,3,9471,pastry,3.1,Bakery & Sweets,9.3,2015-10
1290,2015-04-24,9,2,1058,frankfurter,5.5,Fresh Food,11.0,2015-04
4207,2015-08-28,4,2,11952,other vegetables,0.8,Fresh Food,1.6,2015-08
2107,2015-03-01,9,1,4140,frankfurter,5.5,Fresh Food,5.5,2015-03
3050,2015-03-11,23,3,7639,pork,7.2,Fresh Food,21.6,2015-03
3814,2015-07-21,25,3,10499,canned beer,1.1,Beverages,3.3000000000000003,2015-07
4875,2015-09-13,40,3,14546,grapes,9.4,Fresh Food,28.200000000000003,2015-09
3691,2015-08-08,17,2,10030,bottled water,0.5,Beverages,1.0,2015-08
2433,2015-03-14,8,3,5330,beef,19.5,Fresh Food,58.5,2015-03
4757,2015-01-09,37,1,14089,herbs,6.5,Fresh Food,6.5,2015-01
1407,2015-04-29,9,3,1474,frankfurter,5.5,Fresh Food,16.5,2015-04
4718,2015-06-12,19,1,13936,sausage,3.1,Fresh Food,3.1,2015-06
1240,2015-04-14,19,3,879,sausage,3.1,Fresh Food,9.3,2015-04
1792,2015-08-15,44,3,2923,newspapers,3.2,Specialty & Seasonal,9.600000000000001,2015-08
4486,2015-11-09,29,1,13026,ham,15.2,Fresh Food,15.2,2015-11
1757,2015-06-15,48,3,2779,finished products,6.5,Frozen & Processed Food,19.5,2015-06
2186,2015-07-01,7,3,4424,citrus fruit,1.5,Fresh Food,4.5,2015-07
3752,2015-04-15,26,3,10251,berries,10.8,Fresh Food,32.400000000000006,2015-04
3051,2015-11-29,4,2,7649,other vegetables,0.8,Fresh Food,1.6,2015-11
3688,2015-10-23,38,1,10020,soda,0.8,Beverages,0.8,2015-10
4676,2015-01-15,19,3,13760,sausage,3.1,Fresh Food,9.3,2015-01
2142,2015-06-25,107,1,4259,liver loaf,8.5,Fresh Food,8.5,2015-06
4939,2015-06-29,38,1,14757,soda,0.8,Beverages,0.8,2015-06
1806,2015-07-06,49,1,2981,beverages,1.1,Beverages,1.1,2015-07
1595,2015-10-05,21,3,2170,hamburger meat,12.3,Fresh Food,36.900000000000006,2015-10
2086,2015-03-09,10,3,4068,chicken,7.2,Fresh Food,21.6,2015-03
4251,2015-10-03,1,1,12125,tropical fruit,7.8,Fresh Food,7.8,2015-10
2689,2015-04-30,93,2,6289,nuts/prunes,6.2,Fresh Food,12.4,2015-04
2560,2015-11-26,23,1,5814,pork,7.2,Fresh Food,7.2,2015-11
2393,2015-04-17,40,2,5186,grapes,9.4,Fresh Food,18.8,2015-04
1669,2015-08-19,19,1,2463,sausage,3.1,Fresh Food,3.1,2015-08
3500,2015-04-21,38,1,9291,soda,0.8,Beverages,0.8,2015-04
1213,2015-03-03,8,1,775,beef,19.5,Fresh Food,19.5,2015-03
4598,2015-11-18,2,3,13458,whole milk,1.8,Dairy,5.4,2015-11
1404,2015-05-03,73,2,1466,oil,3.4,Pantry Staples,6.8,2015-05
1758,2015-02-26,4,2,2783,other vegetables,0.8,Fresh Food,1.6,2015-02
1265,2015-03-07,3,1,959,pip fruit,3.0,Fresh Food,3.0,2015-03
1006,2015-06-14,9,3,32,frankfurter,5.5,Fresh Food,16.5,2015-06
2779,2015-10-17,2,3,6641,whole milk,1.8,Dairy,5.4,2015-10
4457,2015-09-03,5,2,12930,rolls/buns,1.2,Bakery & Sweets,2.4,2015-09
2532,2015-07-06,21,3,5700,hamburger meat,12.3,Fresh Food,36.900000000000006,2015-07
2811,2015-02-23,10,2,6776,chicken,7.2,Fresh Food,14.4,2015-02
4004,2015-05-10,19,2,11186,sausage,3.1,Fresh Food,6.2,2015-05
1737,2015-05-09,21,2,2694,hamburger meat,12.3,Fresh Food,24.6,2015-05
3266,2015-10-25,19,3,8446,sausage,3.1,Fresh Food,9.3,2015-10
4981,2015-01-10,70,2,14902,margarine,3.5,Pantry Staples,7.0,2015-01
1934,2015-08-06,40,2,3491,grapes,9.4,Fresh Food,18.8,2015-08
2512,2015-01-19,25,1,5619,canned beer,1.1,Beverages,1.1,2015-01
3400,2015-03-04,50,2,8910,bottled beer,1.8,Beverages,3.6,2015-03
4301,2015-05-01,21,2,12333,hamburger meat,12.3,Fresh Food,24.6,2015-05
2997,2015-12-30,71,1,7444,shopping bags,5.12,Household & Hygiene,5.12,2015-12
1098,2015-08-05,7,1,352,citrus fruit,1.5,Fresh Food,1.5,2015-08
2208,2015-07-30,22,3,4498,root vegetables,1.8,Fresh Food,5.4,2015-07
3672,2015-05-28,26,2,9951,berries,10.8,Fresh Food,21.6,2015-05
3651,2015-01-24,2,3,9867,whole milk,1.8,Dairy,5.4,2015-01
3957,2015-05-15,9,3,11026,frankfurter,5.5,Fresh Food,16.5,2015-05
2986,2015-01-11,4,1,7401,other vegetables,0.8,Fresh Food,0.8,2015-01
4433,2015-05-25,60,3,12837,cream cheese,6.3,Dairy,18.9,2015-05
3822,2015-05-27,7,2,10529,citrus fruit,1.5,Fresh Food,3.0,2015-05
4588,2015-04-30,1,1,13415,tropical fruit,7.8,Fresh Food,7.8,2015-04
2622,2015-07-17,4,2,6048,other vegetables,0.8,Fresh Food,1.6,2015-07
2117,2015-05-02,20,2,4170,brown bread,0.8,Bakery & Sweets,1.6,2015-05
1780,2015-07-12,15,1,2869,specialty bar,5.2,Bakery & Sweets,5.2,2015-07
3819,2015-04-12,41,2,10518,processed cheese,6.4,Dairy,12.8,2015-04
1884,2015-12-11,10,1,3279,chicken,7.2,Fresh Food,7.2,2015-12
2595,2015-01-23,19,2,5949,sausage,3.1,Fresh Food,6.2,2015-01
3046,2015-03-31,19,1,7625,sausage,3.1,Fresh Food,3.1,2015-03
3228,2015-01-26,10,3,8307,chicken,7.2,Fresh Food,21.6,2015-01
2251,2015-06-23,60,2,4661,cream cheese,6.3,Dairy,12.6,2015-06
2368,2015-11-11,4,1,5099,other vegetables,0.8,Fresh Food,0.8,2015-11
2573,2015-01-03,24,2,5860,pastry,3.1,Bakery & Sweets,6.2,2015-01
4701,2015-04-30,38,2,13880,soda,0.8,Beverages,1.6,2015-04
4384,2015-05-25,7,2,12661,citrus fruit,1.5,Fresh Food,3.0,2015-05
1998,2015-05-18,2,1,3719,whole milk,1.8,Dairy,1.8,2015-05
4583,2015-02-23,45,3,13398,curd,9.8,Dairy,29.400000000000002,2015-02
2043,2015-04-21,4,3,3891,other vegetables,0.8,Fresh Food,2.4000000000000004,2015-04
2201,2015-05-22,19,3,4476,sausage,3.1,Fresh Food,9.3,2015-05
3522,2015-09-23,8,1,9377,beef,19.5,Fresh Food,19.5,2015-09
3922,2015-08-28,18,3,10907,yogurt,2.2,Dairy,6.6000000000000005,2015-08
2636,2015-09-11,48,1,6101,finished products,6.5,Frozen & Processed Food,6.5,2015-09
1092,2015-07-27,40,2,327,grapes,9.4,Fresh Food,18.8,2015-07
2711,2015-09-13,75,2,6380,frozen vegetables,2.5,Frozen & Processed Food,5.0,2015-09
3899,2015-04-22,19,3,10806,sausage,3.1,Fresh Food,9.3,2015-04
4372,2015-07-30,23,1,12621,pork,7.2,Fresh Food,7.2,2015-07
4576,2015-08-05,64,2,13375,UHT-milk,2.1,Dairy,4.2,2015-08
4953,2015-10-10,129,1,14815,mayonnaise,1.8,Specialty & Seasonal,1.8,2015-10
4692,2015-10-27,1,1,13832,tropical fruit,7.8,Fresh Food,7.8,2015-10
1170,2015-11-12,30,2,628,turkey,12.5,Fresh Food,25.0,2015-11
2625,2015-04-08,19,1,6062,sausage,3.1,Fresh Food,3.1,2015-04
2394,2015-08-30,5,2,5195,rolls/buns,1.2,Bakery & Sweets,2.4,2015-08
4277,2015-02-18,38,2,12233,soda,0.8,Beverages,1.6,2015-02
3170,2015-01-17,131,2,8088,roll products,8.6,Specialty & Seasonal,17.2,2015-01
2229,2015-10-25,38,1,4572,soda,0.8,Beverages,0.8,2015-10
2944,2015-02-01,19,2,7243,sausage,3.1,Fresh Food,6.2,2015-02
2582,2015-03-06,4,1,5893,other vegetables,0.8,Fresh Food,0.8,2015-03
1373,2015-05-10,19,2,1355,sausage,3.1,Fresh Food,6.2,2015-05
1366,2015-10-25,4,2,1337,other vegetables,0.8,Fresh Food,1.6,2015-10
3469,2015-05-10,18,3,9156,yogurt,2.2,Dairy,6.6000000000000005,2015-05
4012,2015-05-16,57,3,11209,meat,8.5,Fresh Food,25.5,2015-05
2031,2015-02-26,9,3,3842,frankfurter,5.5,Fresh Food,16.5,2015-02
2459,2015-09-16,4,1,5441,other vegetables,0.8,Fresh Food,0.8,2015-09
4377,2015-02-23,26,1,12643,berries,10.8,Fresh Food,10.8,2015-02
1534,2015-08-13,5,2,1962,rolls/buns,1.2,Bakery & Sweets,2.4,2015-08
2051,2015-07-23,49,2,3927,beverages,1.1,Beverages,2.2,2015-07
3430,2015-01-26,34,2,9017,flour,2.1,Pantry Staples,4.2,2015-01
1567,2015-03-13,9,2,2067,frankfurter,5.5,Fresh Food,11.0,2015-03
2972,2015-05-21,64,1,7348,UHT-milk,2.1,Dairy,2.1,2015-05
1287,2015-08-28,7,2,1050,citrus fruit,1.5,Fresh Food,3.0,2015-08
4776,2015-08-08,4,2,14153,other vegetables,0.8,Fresh Food,1.6,2015-08
2271,2015-08-04,2,3,4741,whole milk,1.8,Dairy,5.4,2015-08
4657,2015-08-15,50,2,13679,bottled beer,1.8,Beverages,3.6,2015-08
2344,2015-04-14,66,2,5004,onions,1.3,Fresh Food,2.6,2015-04
1482,2015-07-06,2,2,1762,whole milk,1.8,Dairy,3.6,2015-07
1278,2015-12-09,102,1,1006,cookware,4.6,Household & Hygiene,4.6,2015-12
4831,2015-11-13,8,3,14379,beef,19.5,Fresh Food,58.5,2015-11
1819,2015-11-11,10,2,3031,chicken,7.2,Fresh Food,14.4,2015-11
2687,2015-07-31,19,2,6279,sausage,3.1,Fresh Food,6.2,2015-07
4468,2015-03-24,78,3,12972,baking powder,1.8,Pantry Staples,5.4,2015-03
4760,2015-04-02,5,2,14101,rolls/buns,1.2,Bakery & Sweets,2.4,2015-04
2310,2015-03-24,119,1,4883,long life bakery product,9.9,Bakery & Sweets,9.9,2015-03
3924,2015-02-07,102,2,10912,cookware,4.6,Household & Hygiene,9.2,2015-02
3517,2015-12-11,3,1,9358,pip fruit,3.0,Fresh Food,3.0,2015-12
3164,2015-09-30,7,1,8065,citrus fruit,1.5,Fresh Food,1.5,2015-09
3245,2015-05-17,21,2,8352,hamburger meat,12.3,Fresh Food,24.6,2015-05
2629,2015-12-06,10,3,6075,chicken,7.2,Fresh Food,21.6,2015-12
1347,2015-09-15,8,1,1264,beef,19.5,Fresh Food,19.5,2015-09
1216,2015-08-25,38,3,785,soda,0.8,Beverages,2.4000000000000004,2015-08
4636,2015-04-10,29,2,13591,ham,15.2,Fresh Food,30.4,2015-04
1197,2015-11-22,7,1,722,citrus fruit,1.5,Fresh Food,1.5,2015-11
1100,2015-03-12,96,2,360,hygiene articles,7.5,Household & Hygiene,15.0,2015-03
2054,2015-12-15,7,3,3935,citrus fruit,1.5,Fresh Food,4.5,2015-12
3761,2015-09-26,50,2,10296,bottled beer,1.8,Beverages,3.6,2015-09
4947,2015-09-14,68,2,14791,photo/film,11.9,Household & Hygiene,23.8,2015-09
1032,2015-06-15,38,1,119,soda,0.8,Beverages,0.8,2015-06
3353,2015-08-14,19,2,8754,sausage,3.1,Fresh Food,6.2,2015-08
4466,2015-08-20,2,2,12964,whole milk,1.8,Dairy,3.6,2015-08
2081,2015-01-22,7,2,4049,citrus fruit,1.5,Fresh Food,3.0,2015-01
2162,2015-06-19,104,1,4330,cat food,11.2,Pet Care,11.2,2015-06
3719,2015-12-17,5,3,10128,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2015-12
3153,2015-04-28,154,3,8027,cake bar,2.4,Bakery & Sweets,7.199999999999999,2015-04
4462,2015-04-02,18,2,12947,yogurt,2.2,Dairy,4.4,2015-04
2420,2015-09-27,9,1,5280,frankfurter,5.5,Fresh Food,5.5,2015-09
3971,2015-06-17,19,2,11082,sausage,3.1,Fresh Food,6.2,2015-06
1611,2015-02-26,36,3,2232,frozen meals,9.7,Frozen & Processed Food,29.099999999999998,2015-02
1225,2015-02-26,2,1,816,whole milk,1.8,Dairy,1.8,2015-02
1554,2015-05-21,19,3,2026,sausage,3.1,Fresh Food,9.3,2015-05
4624,2015-11-27,23,3,13551,pork,7.2,Fresh Food,21.6,2015-11
3337,2015-06-10,22,1,8700,root vegetables,1.8,Fresh Food,1.8,2015-06
2265,2015-09-25,115,1,4714,waffles,2.5,Bakery & Sweets,2.5,2015-09
4999,2015-01-24,26,2,14957,berries,10.8,Fresh Food,21.6,2015-01
4102,2015-11-03,21,2,11524,hamburger meat,12.3,Fresh Food,24.6,2015-11
3853,2015-07-04,115,3,10643,waffles,2.5,Bakery & Sweets,7.5,2015-07
2265,2015-06-13,10,1,4712,chicken,7.2,Fresh Food,7.2,2015-06
2452,2015-08-11,10,1,5418,chicken,7.2,Fresh Food,7.2,2015-08
2829,2015-12-19,9,2,6828,frankfurter,5.5,Fresh Food,11.0,2015-12
3926,2015-08-20,141,3,10921,cooking chocolate,7.2,Bakery & Sweets,21.6,2015-08
3960,2015-10-21,23,3,11042,pork,7.2,Fresh Food,21.6,2015-10
3980,2015-09-16,22,2,11116,root vegetables,1.8,Fresh Food,3.6,2015-09
1116,2015-01-29,60,1,425,cream cheese,6.3,Dairy,6.3,2015-01
2663,2015-10-21,14,2,6199,chocolate,11.5,Bakery & Sweets,23.0,2015-10
2164,2015-11-24,20,2,4339,brown bread,0.8,Bakery & Sweets,1.6,2015-11
3950,2015-05-12,10,2,10999,chicken,7.2,Fresh Food,14.4,2015-05
1252,2015-04-13,30,2,921,turkey,12.5,Fresh Food,25.0,2015-04
4804,2015-12-27,4,1,14268,other vegetables,0.8,Fresh Food,0.8,2015-12
4041,2015-09-07,40,2,11313,grapes,9.4,Fresh Food,18.8,2015-09
1894,2015-08-04,33,1,3325,frozen potato products,3.0,Frozen & Processed Food,3.0,2015-08
4977,2015-08-20,52,2,14895,dog food,12.6,Pet Care,25.2,2015-08
2171,2015-09-03,21,3,4372,hamburger meat,12.3,Fresh Food,36.900000000000006,2015-09
3417,2015-12-15,1,1,8974,tropical fruit,7.8,Fresh Food,7.8,2015-12
1175,2015-06-10,7,3,647,citrus fruit,1.5,Fresh Food,4.5,2015-06
4946,2015-02-17,19,2,14786,sausage,3.1,Fresh Food,6.2,2015-02
4662,2015-06-27,3,2,13698,pip fruit,3.0,Fresh Food,6.0,2015-06
2869,2015-12-10,1,2,6982,tropical fruit,7.8,Fresh Food,15.6,2015-12
4053,2015-03-22,9,1,11349,frankfurter,5.5,Fresh Food,5.5,2015-03
4574,2015-11-30,19,3,13368,sausage,3.1,Fresh Food,9.3,2015-11
1110,2015-11-15,78,1,400,baking powder,1.8,Pantry Staples,1.8,2015-11
4700,2015-03-04,17,1,13876,bottled water,0.5,Beverages,0.5,2015-03
2565,2015-04-29,22,2,5833,root vegetables,1.8,Fresh Food,3.6,2015-04
2468,2015-03-13,50,3,5471,bottled beer,1.8,Beverages,5.4,2015-03
4836,2015-11-13,108,2,14399,zwieback,12.3,Snacks,24.6,2015-11
3504,2015-09-22,22,1,9303,root vegetables,1.8,Fresh Food,1.8,2015-09
1333,2015-04-03,19,2,1214,sausage,3.1,Fresh Food,6.2,2015-04
4039,2015-12-27,54,3,11307,condensed milk,3.5,Dairy,10.5,2015-12
2077,2015-05-15,7,2,4037,citrus fruit,1.5,Fresh Food,3.0,2015-05
3519,2015-12-13,4,3,9367,other vegetables,0.8,Fresh Food,2.4000000000000004,2015-12
2989,2015-01-30,82,3,7408,pet care,5.8,Pet Care,17.4,2015-01
3737,2015-05-05,18,2,10195,yogurt,2.2,Dairy,4.4,2015-05
3558,2015-09-19,3,1,9519,pip fruit,3.0,Fresh Food,3.0,2015-09
3036,2015-07-13,2,2,7583,whole milk,1.8,Dairy,3.6,2015-07
3180,2015-07-03,4,1,8124,other vegetables,0.8,Fresh Food,0.8,2015-07
2978,2015-05-09,57,1,7370,meat,8.5,Fresh Food,8.5,2015-05
3985,2015-10-23,2,2,11134,whole milk,1.8,Dairy,3.6,2015-10
4903,2015-12-08,5,1,14636,rolls/buns,1.2,Bakery & Sweets,1.2,2015-12
2835,2015-10-09,29,1,6853,ham,15.2,Fresh Food,15.2,2015-10
3783,2015-06-22,155,2,10387,honey,9.7,Bakery & Sweets,19.4,2015-06
1486,2015-12-14,10,2,1783,chicken,7.2,Fresh Food,14.4,2015-12
4589,2015-10-08,56,2,13421,white wine,14.2,Beverages,28.4,2015-10
1132,2015-02-19,103,1,479,semi-finished bread,1.1,Frozen & Processed Food,1.1,2015-02
4827,2015-11-27,9,3,14360,frankfurter,5.5,Fresh Food,16.5,2015-11
3361,2015-06-28,4,1,8789,other vegetables,0.8,Fresh Food,0.8,2015-06
4681,2015-09-11,2,3,13781,whole milk,1.8,Dairy,5.4,2015-09
4197,2015-10-26,19,2,11915,sausage,3.1,Fresh Food,6.2,2015-10
3701,2015-01-22,1,3,10065,tropical fruit,7.8,Fresh Food,23.4,2015-01
4195,2015-10-01,4,2,11905,other vegetables,0.8,Fresh Food,1.6,2015-10
3429,2015-04-01,38,2,9011,soda,0.8,Beverages,1.6,2015-04
2430,2015-01-20,15,3,5316,specialty bar,5.2,Bakery & Sweets,15.600000000000001,2015-01
4330,2015-04-08,23,2,12462,pork,7.2,Fresh Food,14.4,2015-04
1783,2015-03-18,11,3,2886,butter,3.2,Dairy,9.600000000000001,2015-03
4025,2015-11-04,18,2,11264,yogurt,2.2,Dairy,4.4,2015-11
3399,2015-07-19,1,1,8907,tropical fruit,7.8,Fresh Food,7.8,2015-07
4766,2015-01-03,50,1,14123,bottled beer,1.8,Beverages,1.8,2015-01
3562,2015-08-13,19,2,9539,sausage,3.1,Fresh Food,6.2,2015-08
2447,2015-01-21,40,2,5396,grapes,9.4,Fresh Food,18.8,2015-01
1396,2015-07-22,23,3,1446,pork,7.2,Fresh Food,21.6,2015-07
4633,2015-04-26,7,1,13579,citrus fruit,1.5,Fresh Food,1.5,2015-04
4695,2015-01-05,18,3,13852,yogurt,2.2,Dairy,6.6000000000000005,2015-01
1706,2015-08-14,111,2,2580,brandy,15.8,Beverages,31.6,2015-08
3872,2015-11-23,30,2,10720,turkey,12.5,Fresh Food,25.0,2015-11
1444,2015-10-14,2,3,1618,whole milk,1.8,Dairy,5.4,2015-10
4753,2015-11-08,48,2,14081,finished products,6.5,Frozen & Processed Food,13.0,2015-11
4580,2015-11-29,66,1,13390,onions,1.3,Fresh Food,1.3,2015-11
2516,2015-04-03,18,3,5635,yogurt,2.2,Dairy,6.6000000000000005,2015-04
2415,2015-08-08,45,1,5270,curd,9.8,Dairy,9.8,2015-08
3925,2015-03-25,8,1,10915,beef,19.5,Fresh Food,19.5,2015-03
4996,2015-11-24,28,1,14951,misc. beverages,1.2,Beverages,1.2,2015-11
4569,2015-07-27,19,3,13345,sausage,3.1,Fresh Food,9.3,2015-07
3509,2015-04-11,7,2,9327,citrus fruit,1.5,Fresh Food,3.0,2015-04
2252,2015-10-08,10,1,4667,chicken,7.2,Fresh Food,7.2,2015-10
1634,2015-02-09,4,1,2331,other vegetables,0.8,Fresh Food,0.8,2015-02
4112,2015-04-27,58,1,11570,ice cream,1.8,Frozen & Processed Food,1.8,2015-04
4042,2015-08-08,19,2,11319,sausage,3.1,Fresh Food,6.2,2015-08
4473,2015-06-26,1,2,12989,tropical fruit,7.8,Fresh Food,15.6,2015-06
3878,2015-04-30,3,3,10733,pip fruit,3.0,Fresh Food,9.0,2015-04
2266,2015-09-30,40,2,4716,grapes,9.4,Fresh Food,18.8,2015-09
3304,2015-11-30,26,3,8576,berries,10.8,Fresh Food,32.400000000000006,2015-11
3757,2015-02-04,17,3,10272,bottled water,0.5,Beverages,1.5,2015-02
3440,2015-12-21,23,3,9049,pork,7.2,Fresh Food,21.6,2015-12
4328,2015-02-04,23,3,12452,pork,7.2,Fresh Food,21.6,2015-02
3737,2015-12-06,19,3,10197,sausage,3.1,Fresh Food,9.3,2015-12
3948,2015-06-15,5,1,10995,rolls/buns,1.2,Bakery & Sweets,1.2,2015-06
3682,2015-03-05,2,2,9992,whole milk,1.8,Dairy,3.6,2015-03
2827,2015-10-31,8,1,6824,beef,19.5,Fresh Food,19.5,2015-10
2650,2015-10-05,8,3,6148,beef,19.5,Fresh Food,58.5,2015-10
1360,2015-12-16,29,2,1308,ham,15.2,Fresh Food,30.4,2015-12
3679,2015-12-23,4,1,9980,other vegetables,0.8,Fresh Food,0.8,2015-12
4137,2015-03-07,21,1,11680,hamburger meat,12.3,Fresh Food,12.3,2015-03
4235,2015-12-19,26,3,12073,berries,10.8,Fresh Food,32.400000000000006,2015-12
3193,2015-01-31,19,1,8176,sausage,3.1,Fresh Food,3.1,2015-01
1332,2015-12-02,7,1,1209,citrus fruit,1.5,Fresh Food,1.5,2015-12
4821,2015-11-28,2,1,14333,whole milk,1.8,Dairy,1.8,2015-11
1837,2015-07-09,7,1,3101,citrus fruit,1.5,Fresh Food,1.5,2015-07
3665,2015-09-23,17,1,9922,bottled water,0.5,Beverages,0.5,2015-09
2659,2015-05-08,19,3,6178,sausage,3.1,Fresh Food,9.3,2015-05
1322,2015-01-09,57,3,1164,meat,8.5,Fresh Food,25.5,2015-01
1599,2015-05-29,1,1,2185,tropical fruit,7.8,Fresh Food,7.8,2015-05
2933,2015-04-06,3,3,7199,pip fruit,3.0,Fresh Food,9.0,2015-04
3963,2015-02-21,4,3,11055,other vegetables,0.8,Fresh Food,2.4000000000000004,2015-02
4178,2015-06-03,26,2,11832,berries,10.8,Fresh Food,21.6,2015-06
1052,2015-10-27,4,1,197,other vegetables,0.8,Fresh Food,0.8,2015-10
4693,2015-08-18,9,3,13839,frankfurter,5.5,Fresh Food,16.5,2015-08
1329,2015-02-02,19,3,1194,sausage,3.1,Fresh Food,9.3,2015-02
3128,2015-06-13,57,1,7936,meat,8.5,Fresh Food,8.5,2015-06
1175,2015-06-30,18,2,648,yogurt,2.2,Dairy,4.4,2015-06
2211,2015-03-31,25,1,4510,canned beer,1.1,Beverages,1.1,2015-03
2093,2015-06-12,2,2,4097,whole milk,1.8,Dairy,3.6,2015-06
4284,2015-10-14,19,1,12257,sausage,3.1,Fresh Food,3.1,2015-10
4449,2015-03-30,9,1,12900,frankfurter,5.5,Fresh Food,5.5,2015-03
4269,2015-04-01,9,1,12200,frankfurter,5.5,Fresh Food,5.5,2015-04
1962,2015-04-05,19,1,3592,sausage,3.1,Fresh Food,3.1,2015-04
2250,2015-10-04,7,2,4655,citrus fruit,1.5,Fresh Food,3.0,2015-10
1743,2015-11-13,36,2,2723,frozen meals,9.7,Frozen & Processed Food,19.4,2015-11
1583,2015-07-28,19,3,2127,sausage,3.1,Fresh Food,9.3,2015-07
4295,2015-10-26,2,1,12307,whole milk,1.8,Dairy,1.8,2015-10
1183,2015-06-29,29,2,675,ham,15.2,Fresh Food,30.4,2015-06
2729,2015-03-21,85,2,6447,cling film/bags,2.2,Household & Hygiene,4.4,2015-03
4035,2015-08-03,10,2,11291,chicken,7.2,Fresh Food,14.4,2015-08
1608,2015-08-06,32,1,2220,red/blush wine,12.2,Beverages,12.2,2015-08
1793,2015-07-03,10,3,2929,chicken,7.2,Fresh Food,21.6,2015-07
2210,2015-07-09,21,2,4506,hamburger meat,12.3,Fresh Food,24.6,2015-07
1885,2015-07-03,17,1,3282,bottled water,0.5,Beverages,0.5,2015-07
1078,2015-10-28,45,2,284,curd,9.8,Dairy,19.6,2015-10
1016,2015-09-30,9,2,68,frankfurter,5.5,Fresh Food,11.0,2015-09
3077,2015-05-29,30,3,7733,turkey,12.5,Fresh Food,37.5,2015-05
3551,2015-05-01,1,2,9493,tropical fruit,7.8,Fresh Food,15.6,2015-05
1158,2015-10-17,4,2,581,other vegetables,0.8,Fresh Food,1.6,2015-10
2443,2015-06-20,3,1,5380,pip fruit,3.0,Fresh Food,3.0,2015-06
1395,2015-01-15,57,1,1439,meat,8.5,Fresh Food,8.5,2015-01
2454,2015-11-10,19,3,5431,sausage,3.1,Fresh Food,9.3,2015-11
3472,2015-04-30,129,1,9167,mayonnaise,1.8,Specialty & Seasonal,1.8,2015-04
3547,2015-11-28,38,1,9473,soda,0.8,Beverages,0.8,2015-11
1038,2015-02-21,23,3,140,pork,7.2,Fresh Food,21.6,2015-02
3915,2015-09-11,5,2,10875,rolls/buns,1.2,Bakery & Sweets,2.4,2015-09
2719,2015-04-19,38,3,6417,soda,0.8,Beverages,2.4000000000000004,2015-04
2234,2015-12-23,2,1,4597,whole milk,1.8,Dairy,1.8,2015-12
1565,2015-12-14,26,3,2056,berries,10.8,Fresh Food,32.400000000000006,2015-12
1328,2015-03-24,29,2,1191,ham,15.2,Fresh Food,30.4,2015-03
3398,2015-01-18,5,3,8902,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2015-01
